ParticipantID,Trial,FixationNo,StartTime,EndTime,Duration,PositionX,PositionY,PupilSize,EyeUsed,Task,ActorGender,Direction,Ostensiveness
IdaEB,4,3,628,998,372,837.7,423.8,5075,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,4,1226,1290,66,849.8,606.6,4877,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,5,1320,1728,410,844.1,432.5,4894,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,6,1740,2072,334,842.3,417.4,4824,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,7,2126,2324,200,848.2,669.3,4900,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,8,2340,3480,1142,839,658.4,4953,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,9,3522,4570,1050,845.8,410.4,5017,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,10,4602,4844,244,823.7,403.4,4889,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,11,5010,5526,518,843.2,421.7,4936,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,12,5564,5740,178,835.4,555.3,4763,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,4,13,5770,6474,706,834.8,426.6,4749,RIGHT,Social Engagement,Male,First person,Non-ostensive
IdaEB,5,1,4,364,362,947.6,508.7,5139,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,2,376,470,96,950.6,506.6,5288,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,3,736,862,128,833.9,464.9,4960,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,4,882,1740,860,838.1,428.7,4923,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,5,1752,2394,644,838.6,424.3,4891,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,6,2450,3762,1314,714.9,642.7,5142,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,7,3786,4148,364,670,670.1,5101,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,8,4332,4548,218,703.1,612.8,5103,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,9,4590,4934,346,823.9,432.4,5078,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,10,4946,5542,598,843.6,414.7,4885,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,11,5574,5924,352,824.3,421.3,4942,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,5,12,6094,6384,292,820.7,407.9,5044,RIGHT,Social Engagement,Female,Third person,Ostensive
IdaEB,6,1,4,466,464,975.7,516.7,5187,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,2,494,614,122,845.6,448.6,5207,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,3,784,1016,234,823.5,420.3,5078,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,4,1026,2098,1074,832.3,414.5,4858,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,5,2120,2556,438,835.7,434.6,4835,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,6,2574,2798,226,851.5,420.6,5000,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,7,3042,3124,84,837.4,740.6,5222,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,8,3152,3404,254,842.7,687.1,5214,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,9,3446,3720,276,846,421.8,4974,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,10,3742,4208,468,859.5,423,4820,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,11,4454,4560,108,857.4,706.3,4862,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,12,4624,4776,154,823,380.5,4899,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,13,4790,6082,1294,834.7,417.3,4935,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,6,14,6096,6404,310,818,412.9,5002,RIGHT,Social Engagement,Female,First person,Ostensive
IdaEB,7,1,4,44,42,931.7,512.8,5188,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,2,70,456,388,968.1,512.4,5252,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,3,484,644,162,846.8,431,5218,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,4,662,736,76,826.3,405.9,5235,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,5,956,1316,362,799.2,381.3,5223,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,6,1336,2058,724,825.4,390.6,5037,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,7,2076,2350,276,839.5,410.2,4815,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,8,2570,2894,326,824.5,644.1,5069,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,9,2938,3248,312,821.2,402.9,5016,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,10,3268,3632,366,847.6,419.1,4862,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,11,3654,4148,496,838.3,424.9,4745,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,12,4200,4626,428,838.5,679.5,4956,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,13,4646,4920,276,849,658.2,5116,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,14,4978,5660,684,842.5,395.5,4959,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,15,5672,6012,342,832.1,406,4732,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,7,16,6040,6392,354,844.7,403,4778,RIGHT,Social Engagement,Male,First person,Ostensive
IdaEB,8,1,4,280,278,977.1,514.1,5184,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,2,322,546,226,796.6,447.3,5164,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,3,568,1264,698,836.7,435.1,5021,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,4,1534,1646,114,830.3,617.8,4861,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,5,1676,2782,1108,844,431.9,4928,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,6,3006,3148,144,831.9,383.5,5266,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,7,3168,3688,522,849.8,425.7,5286,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,8,3728,3928,202,844.3,661.6,5242,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,9,3980,4390,412,831.3,422.5,5148,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,10,4424,4474,52,841.3,416.9,5223,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,11,4684,4828,146,845.4,669.2,5284,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,12,4880,5460,582,825.8,427.5,5151,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,13,5518,6152,636,838.6,673.5,5069,RIGHT,Social Engagement,Female,First person,Non-ostensive
IdaEB,8,14,6184,6372,190,824.9,449.5,5115,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,1,1,4,584,582,726.3,313.1,4861,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,2,636,768,134,855.7,505.2,4842,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,3,792,1230,440,855.4,451.8,4859,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,4,1242,1758,518,855.1,446.7,4944,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,5,1804,2770,968,761,619.8,5124,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,6,2788,3012,226,700.7,657.3,5140,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,7,3060,3382,324,851.6,447.9,5055,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,8,3398,3894,498,868.2,431.8,5082,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,9,3966,4148,184,718.1,677.4,5084,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,1,10,4168,6620,2454,700.9,645.2,5098,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Katrine,2,1,4,602,600,793.2,503.7,5448,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,2,634,882,250,862.8,427.8,5367,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,3,900,1566,668,872.5,422,5212,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,4,1612,2792,1182,863.1,606.7,5177,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,5,2826,3092,268,894.3,642.1,5245,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,6,3142,4468,1328,884.6,415.1,5111,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,7,4520,4650,132,883.8,704.1,5160,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,8,4670,5240,572,875.6,658.5,5134,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,9,5268,5974,708,866.7,547.6,5025,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,2,10,6010,6500,492,874.9,415.7,5008,RIGHT,Social Engagement,Female,First person,Non-ostensive
Katrine,3,1,4,484,482,821.8,509.6,5089,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,2,516,2526,2012,871.6,400.5,4991,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,3,2580,3190,612,857,620.1,5099,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,4,3238,3384,148,865.9,375.6,5067,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,5,3400,4850,1452,876.4,398.9,5032,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,3,6,4866,6392,1528,873,395.1,5059,RIGHT,Social Engagement,Male,First person,Ostensive
Katrine,4,1,12,572,562,853.7,445.3,4968,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,2,588,3028,2442,861.1,427.2,4774,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,3,3082,3706,626,718.4,630.6,4680,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,4,3722,4208,488,690.9,629.7,4577,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,5,4250,4460,212,865.2,455.5,4571,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,6,4476,4860,386,857.1,428,4585,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,7,4880,6226,1348,862.8,424.6,4548,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,4,8,6252,6406,156,864.5,424.9,4625,RIGHT,Social Engagement,Female,Third person,Ostensive
Katrine,5,1,4,470,468,985.8,509.4,4839,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,2,496,956,462,869.4,425.4,4762,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,3,974,1240,268,862.1,428,4742,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,4,1256,1618,364,872.3,419.5,4618,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,5,1626,2994,1370,866.9,419.2,4575,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,6,3048,3526,480,703.6,616.2,4611,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,7,3572,3844,274,859.2,431.5,4690,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,8,3854,6080,2228,862.5,410.6,4787,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,9,6090,6326,238,857.8,404.4,4757,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,5,10,6344,6388,46,865.5,397.2,4702,RIGHT,Social Engagement,Male,Third person,Ostensive
Katrine,6,1,4,492,490,983.9,513.5,4717,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,2,520,864,346,860.9,423.4,4777,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,3,872,1812,942,860.2,420.9,4658,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,4,1884,1966,84,854.4,688.5,4542,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,5,1988,2924,938,871.6,630.9,4639,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,6,2972,3532,562,893.5,437.7,4751,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,7,3600,3896,298,872,646.3,4691,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,8,3922,4396,476,881.6,649.7,4634,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,9,4414,4512,100,892.1,630,4563,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,10,4554,4716,164,866.9,449.4,4563,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,11,4726,6324,1600,880.7,428.9,4633,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,6,12,6332,6394,64,888.7,416.1,4804,RIGHT,Social Engagement,Male,First person,Non-ostensive
Katrine,7,1,22,538,518,971.5,500.3,4735,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,2,562,1356,796,874.4,441,4719,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,3,1374,1496,124,865.8,439.4,4738,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,4,1654,1942,290,866.8,440.1,4723,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,5,1958,3590,1634,869.9,431,4850,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,6,3644,4392,750,712.7,645.9,4929,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,7,4436,4754,320,876.8,440.9,4991,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,8,4776,5806,1032,867.4,440.4,4877,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,9,5864,5998,136,740.6,676.6,4776,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,10,6018,6232,216,719.2,646.1,4781,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,7,11,6250,6382,134,706,631.7,4766,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Katrine,8,1,4,450,448,799.1,497.8,5410,RIGHT,Social Engagement,Female,First person,Ostensive
Katrine,8,2,480,2386,1908,874.4,414.6,5041,RIGHT,Social Engagement,Female,First person,Ostensive
Katrine,8,3,2436,3274,840,878.4,645.1,5078,RIGHT,Social Engagement,Female,First person,Ostensive
Katrine,8,4,3298,3620,324,881.4,656.5,5012,RIGHT,Social Engagement,Female,First person,Ostensive
Katrine,8,5,3668,3862,196,892.9,409.8,5005,RIGHT,Social Engagement,Female,First person,Ostensive
Katrine,8,6,3870,6216,2348,882.7,416.6,4943,RIGHT,Social Engagement,Female,First person,Ostensive
Katrine,8,7,6232,6384,154,883.5,403.5,5092,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,1,1,4,378,376,709.7,341.7,7149,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,2,420,694,276,886.7,439.9,7386,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,3,736,908,174,842.4,567.4,7502,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,4,942,1440,500,865.3,435.1,7273,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,5,1454,2444,992,866.5,446.5,7182,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,6,2480,2884,406,803,618.2,7353,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,7,2912,3224,314,867.7,486.9,7451,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,8,3272,3726,456,676,675.9,7470,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,9,3776,3996,222,879.3,462.3,7449,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,10,4008,4646,640,853.1,453.4,7356,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,11,4698,4828,132,646.8,750.2,7505,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,12,4852,5168,318,701.9,702.6,7588,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,13,5178,5872,696,708.2,679,7583,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,14,5920,6116,198,854.5,523.6,7493,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,1,15,6140,6458,320,853.4,473.6,7395,RIGHT,Social Engagement,Female,Third person,Non-ostensive
laurits,2,1,4,526,524,957.3,524.1,7844,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,2,552,778,228,876.5,468.3,7746,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,3,800,2808,2010,859,425.3,7479,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,4,2856,4018,1164,885,631.8,7979,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,5,4064,5026,964,858.8,390.2,8009,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,6,5084,5318,236,881.2,702.9,8138,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,7,5342,6036,696,881,649.6,8179,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,8,6068,6204,138,895.4,472.9,8117,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,2,9,6230,6382,154,870.6,418.5,8096,RIGHT,Social Engagement,Female,First person,Ostensive
laurits,3,1,4,484,482,905.6,522.1,7788,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,2,508,906,400,856.2,446.9,7700,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,3,928,1192,266,845.7,434,7424,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,4,1204,1870,668,869.4,411.6,7330,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,5,1914,2476,564,856.9,662.6,7735,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,6,2506,2656,152,851.2,478.1,7795,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,7,2684,3880,1198,855.4,430.1,7634,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,8,3936,4022,88,865.8,751.8,7805,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,9,4050,4724,676,871.9,682,7808,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,10,4774,5096,324,865.4,466.9,7703,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,11,5146,5528,384,887.8,655,7917,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,3,12,5578,6382,806,894.9,420.7,7923,RIGHT,Social Engagement,Male,First person,Ostensive
laurits,4,1,4,206,204,1024.8,501.7,7884,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,2,238,518,282,911.6,534.3,7909,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,3,544,772,230,881.5,461.9,7757,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,4,796,3226,2432,856.7,449.3,7484,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,5,3248,3750,504,903.4,465.2,8067,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,6,3770,4886,1118,891.1,427.1,8247,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,7,4932,5106,176,798.5,616.9,8348,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,8,5130,5488,360,720.6,625.9,8243,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,9,5510,5712,204,754.9,621,8086,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,4,10,5736,6286,552,765.3,582.4,7990,RIGHT,Social Engagement,Female,Third person,Ostensive
laurits,5,1,4,440,438,1011.6,529.2,7664,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,2,468,608,142,889.2,484.9,7856,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,3,632,1026,396,861.1,431.4,7612,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,4,1034,1958,926,864.7,414,7378,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,5,1994,2204,212,817.9,518.9,7689,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,6,2226,2448,224,860.1,477.6,7839,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,7,2494,3314,822,784.5,620.4,8033,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,8,3348,3562,216,872.7,470.8,7826,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,9,3612,4222,612,739.7,652.7,7890,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,10,4270,4606,338,887.5,459.6,7752,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,5,11,4628,6168,1542,864.4,432.6,7540,RIGHT,Social Engagement,Male,Third person,Ostensive
laurits,6,1,10,512,504,854.6,493.2,7749,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,2,538,1738,1202,867.6,442.7,7628,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,3,1752,2200,450,896.1,426.1,7654,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,4,2360,2850,492,886.5,466.4,7717,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,5,2888,4858,1972,877.1,651.5,7911,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,6,4870,5490,622,878.3,645.9,8071,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,7,5504,5840,338,909.4,632.6,7974,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,8,5872,6066,196,865.4,507.8,7881,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,6,9,6094,6394,302,864.4,455.5,7688,RIGHT,Social Engagement,Female,First person,Non-ostensive
laurits,7,1,4,258,256,984.1,541.3,7592,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,2,294,574,282,874.7,480.1,7692,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,3,608,1858,1252,881.7,432.4,7649,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,4,1894,2212,320,891.1,592.5,8016,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,5,2242,2654,414,896.5,459.8,8015,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,6,2686,2962,278,892.4,549.4,7993,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,7,2988,3472,486,908.8,469.6,7867,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,8,3494,4090,598,869.6,423.3,7721,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,9,4144,4662,520,889.7,646.7,7915,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,10,4680,5006,328,865,653.8,8031,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,11,5020,6258,1240,882.3,671,7819,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,7,12,6302,6346,46,917.9,543.7,7846,RIGHT,Social Engagement,Male,First person,Non-ostensive
laurits,8,1,4,176,174,1011.2,547.9,7768,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,2,202,456,256,926.2,538.4,7827,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,3,482,740,260,884.1,477,7812,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,4,756,1006,252,869.7,453.8,7545,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,5,1058,1234,178,784.4,661.1,7711,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,6,1256,2126,872,790.2,637.9,7811,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,7,2172,2654,484,890.4,453.3,7864,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,8,2692,3784,1094,764.3,622.7,8151,RIGHT,Social Engagement,Male,Third person,Non-ostensive
laurits,8,9,3814,6388,2576,879.9,535.4,8071,RIGHT,Social Engagement,Male,Third person,Non-ostensive
Lukas,1,1,12,522,512,804.2,450.5,5119,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,2,554,680,128,835,478.6,5324,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,3,702,972,272,826.6,452,5345,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,4,982,1314,334,829.5,426.8,5099,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,5,1348,1720,374,753.4,653.3,5264,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,6,1732,1858,128,762,628.2,5504,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,7,1994,2368,376,767.1,650.5,5373,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,8,2420,3288,870,827.1,428.5,5210,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,9,3340,3536,198,686.9,646.7,5097,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,10,3558,4784,1228,676.7,663.5,5428,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,11,4830,4950,122,809.2,480.3,5380,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,12,4986,5768,784,821.4,403.4,5171,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,1,13,5816,6448,634,679.3,674.6,5233,RIGHT,Social Engagement,Male,Third person,Ostensive
Lukas,2,1,4,474,472,833.1,513,5376,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,2,518,738,222,824.8,433.9,5398,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,3,748,1550,804,825.4,445.7,5267,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,4,1690,1930,242,865.2,450.4,5500,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,5,1950,2096,148,849.3,460,5622,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,6,2126,2568,444,862.9,549.9,5518,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,7,2588,2758,172,853.7,585.2,5492,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,8,2796,4058,1264,687.2,645.5,5517,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,9,4078,4348,272,672.7,669,5453,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,10,4402,4702,302,834.3,455.2,5415,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,11,4720,5292,574,821.1,425.7,5184,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,2,12,5424,6398,976,819.3,433.9,5533,RIGHT,Social Engagement,Female,Third person,Non-ostensive
Lukas,3,1,22,480,460,811.3,520,5832,RIGHT,Social Engagement,Female,Third person,Ostensive
Lukas,3,2,506,732,228,830.1,449.2,5825,RIGHT,Social Engagement,Female,Third person,Ostensive
Lukas,3,3,754,2504,1752,846.3,431,5524,RIGHT,Social Engagement,Female,Third person,Ostensive
Lukas,3,4,2556,4474,1920,718.6,664,5689,RIGHT,Social Engagement,Female,Third person,Ostensive
Lukas,3,5,4532,4724,194,824.9,436.4,5475,RIGHT,Social Engagement,Female,Third person,Ostensive
Lukas,3,6,4750,5678,930,825.9,412.6,5356,RIGHT,Social Engagement,Female,Third person,Ostensive
